zip,population,latitude,longitude
86324,4589,34.771427845044386,-112.05696537667393
85346,4493,33.664328945963,-114.21872197702669
85936,4447,34.505366245723074,-109.38172245309711
85321,4370,32.35312928947145,-112.86260490628625
86334,4351,34.90111209830388,-112.48648244409782
85939,4248,34.4623848,-110.0940511
85708,4025,32.184591953151596,-110.86441898637153
85631,3771,62.397187406678285,17.3462361668173
85145,3763,32.56836365,-111.34342810000001
86432,3735,62.34298611762712,17.02165199292701
85543,3705,32.89276659996808,-109.82039928332614
86511,3658,48.2262208,10.947578313815583
85542,3623,33.297216379736994,-110.43824313289126
85147,3551,33.09975718532027,-111.77225374164266
85533,3527,33.090207637856786,-109.28449672509447
87305,3416,35.435704090489075,-108.76762226761653
86044,3362,41.66311717425633,14.97042330298841
85377,3299,33.80930492511646,-111.92651115718961
85540,3176,46.47298220907811,-1.359521929029685
85324,3172,34.049272450000004,-112.14942782016331
85173,3048,33.29496852709194,-111.0980926406516
86514,2936,48.321090749999996,10.642735575163554
86512,2889,53.3730937,14.6016025
86043,2838,41.737774155145,14.845363632138906
85534,2766,32.72254909656043,-109.1007479540288
85924,2696,34.42408337148015,-109.63479791544435
85337,2669,32.961600506113356,-112.71798867128592
85933,2659,34.39574883533391,-110.54283305772549
85263,2600,33.726455681218965,-111.67639762204652
85137,2576,48.8984173,11.2742704
85544,2487,34.40331386056962,-111.45211553258224
86023,2485,41.646693905995484,14.673932690218043
87328,2411,35.846281198924736,-108.99286041397849
85645,2410,31.722878518111948,-111.05842864160263
86441,2404,48.40588165,10.573537352958683
85348,2295,33.60531888580903,-113.47105457687685
86053,2287,36.58617458333334,-111.03650191666668
85911,2222,34.035691225738404,-110.47265228481002
86020,2216,41.5356895939669,14.525515894659
85938,2212,34.246399421012775,-109.55213146905487
85625,2211,47.9867955,11.8846586
86042,2181,41.936759927327195,15.04826354956964
86035,2095,41.8018545733928,14.913168346150655
86556,2073,48.5314583,11.175076
85172,2072,32.87584964652823,-111.96239823065147
86022,2053,36.82355255678008,-112.11079183680906
86320,2045,46.3391145,0.7600537
86538,2026,36.344075246376796,-109.6195659565217
85630,1995,46.93456096083283,-2.1735632116107335
85618,1954,32.729245502550704,-110.64724370353679
85192,1940,32.928871494531045,-110.7341703501026
86034,1927,41.96109755,14.8999005
85638,1871,31.714819666341423,-110.06890465359217
84536,1869,37.00486289843501,-110.19925694528982
85530,1824,47.014415799999995,-1.17943531574081
86332,1810,34.36816990925675,-112.6695656468309
86054,1718,36.59404722986937,-110.79120929425093
86031,1704,35.5323535510204,-110.11079175510204
85332,1693,34.163168,-112.84361344999999
86520,1689,-29.6698769,30.7624868
86032,1688,35.01889646830201,-110.70956251869943
85121,1676,33.123523812949635,-111.90208969784172
86434,1657,35.526837757451176,-113.48319473175745
85553,1634,33.843396346938796,-111.29033990670571
86030,1531,41.749600492293126,14.752364427858206
85320,1480,46.535219,-1.2231385
85264,1388,33.5829687660773,-111.68074242704596
85342,1380,33.84742632053093,-112.61310133339119
86545,1373,46.0774438,-64.728847
85930,1337,34.07393388018291,-109.85556109332197
85928,1327,34.42489743193324,-110.60264311695867
85940,1325,34.26838398681734,-109.73958591996225
85624,1316,31.53971130367981,-110.75731851175564
86337,1305,35.32711150554337,-112.87735708704965
86535,1298,36.84726531578947,-109.84377389473687
86502,1290,48.5118418,10.711323617725027
85646,1286,48.1531463,11.84367193960243
86039,1273,42.0013231,14.9941721
85637,1245,31.70229515896805,-110.66666734913993
86547,1232,36.513701,-109.479871
85617,1231,47.98726635,11.988105155783025
86544,1175,36.6061395,-109.0699415
86506,1165,35.311618783582084,-109.20347879850748
85626,1086,31.362806855263152,-109.5872065307017
86436,1079,34.78069462284909,-114.47986821983561
86329,1055,34.50139946725953,-112.23125005416325
86540,1043,46.8413514,0.4582436130975597
85606,1040,32.017348558565104,-109.91566892752573
86444,986,48.46361025,10.98197445
85610,978,47.04458975,-1.2770849748820754
85334,939,33.613421444321204,-114.47013165621313
84531,913,37.1477144,-109.8624085
86017,868,58.12463777259797,24.56713021149679
86018,860,41.5649696,14.783183
85611,839,31.4897702,-110.5085557
86438,837,48.3008751,10.963592333038989
85632,811,31.979372379589076,-109.17200080946353
86508,726,48.48595205,10.93214469083349
85333,715,32.7998816,-113.5403307
85362,700,34.217278300000004,-112.76153205248217
85309,681,48.615479,11.4668265
85347,679,48.18620652178844,37.391322426245154
85707,665,33.90467074533026,-108.44844268686327
86024,649,34.640526172247405,-111.14320953001472
85601,646,31.58186975275342,-111.3205294631678
85620,639,46.922687499999995,-1.5022190465747287
85322,626,33.312285349999996,-112.8397969502029
85554,624,34.09251994015659,-110.9549915296421
85545,520,30.9924129,34.7737941
85605,516,32.32580734716242,-109.48559145625177
85352,510,62.39070128983052,17.25497495932203
85923,469,34.36038610291263,-110.30681518640776
86338,464,34.53120759603785,-112.6703342204996
86431,459,62.34614518802983,17.009546181183847
85926,453,33.81702629000003,-110.01772589000001
86331,445,34.747986350000005,-112.11438493157416
85336,441,32.52987804999999,-114.78715109999999
85920,434,33.84847085555556,-109.1444151111111
85531,417,32.868805483870936,-109.79011237096772
85141,401,32.642324236271,-111.39364684875409
86036,400,41.98432225973932,14.780885417073991
85551,389,48.15641945,11.761053118565837
85932,378,33.95854715517243,-109.21328516702592
85536,375,33.03877155,-109.96808925
85371,346,48.19793613244127,37.018233545352984
85357,342,56.248354534544085,22.74449223387271
85934,322,34.30761033809524,-110.24534109285719
85328,302,56.18980095,22.68787055
85912,292,34.360636391862975,-109.99679599571745
86313,237,34.55427123638362,-112.452711456312
86445,221,35.71950687486812,-114.48328754214168
86411,217,35.3748779,-113.722698
85931,203,34.33750282756489,-110.80000223423993
85609,199,48.16935235,11.711555007072372
85343,195,48.353381914081474,37.41060528479031
86029,175,34.9794575087719,-110.03276130877188
85619,157,32.44317900452076,-110.76001433952632
85360,156,46.3447718,-1.394004
85927,132,34.01065395,-109.4583026
86437,115,35.40980162089491,-113.65044516534371
85942,87,34.76183289743591,-110.04020388461544
87824,83,45.757889,-73.48477
86343,68,34.20557855,-112.34240084552872
85633,45,31.48826091598173,-111.5426881072505
86016,41,58.126501314145386,24.49617515338023
85922,37,33.682924457627124,-109.13599238135588
86038,26,42.039314006549624,14.832032118590618
86435,15,22.995222,120.19551
86003,3,35.262795499999996,-111.5369615
